Référence Chantier;Code postal arrondissement - Commune;Date début du chantier;Date fin du chantier;Responsable du chantier;Maîtrise d'ouvrage principale;Surface (m2);Synthèse - Nature du chantier;Encombrement espace public;Impact stationnement;Identifiant demande CITE;Identifiant Chantier CITE;geo_shape;geo_point_2d
EC442302;75009;2025-04-13;2026-04-13;Ville de Paris (Tvx sur espace ou édifice public);Ville de Paris (autres);12.41;Travaux sur édifice public (VdP*);EMPRISE_CHAUSSEE;AUTRE;904900;288171;"{""coordinates"": [[[2.340641793942857, 48.87345513177281], [2.340632683020889, 48.8734113665367], [2.340598489245999, 48.87341322777155], [2.34060793640816, 48.87345767746048], [2.340641793942857, 48.87345513177281]]], ""type"": ""Polygon""}";48.87343433329731, 2.3406201765542187
EC450234;75018;2025-06-09;2025-12-31;Ville de Paris (Tvx sur espace ou édifice public);Ville de Paris (autres);261.91;Travaux sur édifice public (VdP*);EMPRISE_TROTTOIR;;910680;292818;"{""coordinates"": [[[2.3623485006771423, 48.88848546634307], [2.3625003593255594, 48.88844474685264], [2.362386680521069, 48.888254715072065], [2.362244613171732, 48.88830787207008], [2.3623485006771423, 48.88848546634307]]], ""type"": ""Polygon""}";48.88837313458755, 2.3623710366938364
EC423536;75013;2024-11-12;2025-12-12;Ville de Paris (Tvx sur espace ou édifice public);Direction de la Voirie et des Déplacements;1140.44;Aménagement de voirie (VdP*);EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;890282;276333;"{""coordinates"": [[[2.3462212797242863, 48.82217614993978], [2.3460596562401963, 48.82211050096509], [2.3432218924462243, 48.821586945335156], [2.3432030958779184, 48.82161922427742], [2.3433774316871303, 48.821648516684874], [2.3433689686367765, 48.82167713435635], [2.3436938744634266, 48.82173685251714], [2.343713771499059, 48.82171310476584], [2.344331488164738, 48.821825785169786], [2.3443239763967556, 48.82185342059853], [2.3445915557960966, 48.82190194395245], [2.344622009581067, 48.82187797600802], [2.345407888844192, 48.82202395451333], [2.3453950206616194, 48.822051055228236], [2.346126841708798, 48.82218658801998], [2.3462212797242863, 48.82217614993978]]], ""type"": ""Polygon""}";48.82189749864463, 2.344763211024026
EC475233;75006;2025-11-03;2026-04-10;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;35.9;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;901651;293566;"{""coordinates"": [[[2.3306734100882167, 48.84184238003355], [2.330651783333133, 48.84181408281587], [2.3305270699927103, 48.841855507604244], [2.330550859407652, 48.8418832476482], [2.3306734100882167, 48.84184238003355]]], ""type"": ""Polygon""}";48.84184878131194, 2.330600702107876
EC443853;75001;2025-05-19;2026-07-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;8.45;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;906089;289112;"{""coordinates"": [[[2.3369496068862614, 48.864998580116755], [2.336938188030499, 48.8650010215326], [2.3369823246298016, 48.865085280232734], [2.3369930508983665, 48.865083062510486], [2.3369496068862614, 48.864998580116755]]], ""type"": ""Polygon""}";48.86504152298626, 2.3369655530980475
EC455923;75019;2024-10-31;2026-06-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;116.41;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;915036;296416;"{""coordinates"": [[[2.4052832792162047, 48.87701151996573], [2.4053080323918317, 48.876959731818104], [2.4053941712846054, 48.876973365460564], [2.405425294544507, 48.876907949005975], [2.4053083251515384, 48.87687367099887], [2.4052278620661682, 48.87696753001982], [2.405238490830346, 48.87700401108188], [2.4052832792162047, 48.87701151996573]]], ""type"": ""Polygon""}";48.876939149536874, 2.4053218060595407
EC397813;75012;2024-09-16;2025-11-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;154.6;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;DEUX_ROUES,GIG_GIC,STATIONNEMENT_PAYANT;869041;259213;"{""coordinates"": [[[2.3884386719922666, 48.831784559856615], [2.3884043835876767, 48.831806727521666], [2.3888593173654002, 48.83206042087491], [2.3888899642848593, 48.83203512176713], [2.3884386719922666, 48.831784559856615]]], ""type"": ""Polygon""}";48.83192228267631, 2.3886490558114035
EC450997;75018;2025-06-23;2026-05-29;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;35.31;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;GIG_GIC,STATIONNEMENT_PAYANT;911045;293119;"{""coordinates"": [[[2.3366440191842726, 48.89180168322929], [2.3367362642928486, 48.89193288125095], [2.3367501317572104, 48.89192840388458], [2.3367591516885238, 48.89191796053301], [2.3366775717431145, 48.89180026290221], [2.336659262300422, 48.89179766945092], [2.3366440191842726, 48.89180168322929]]], ""type"": ""Polygon""}";48.89186283797753, 2.336703700145986
EC454871;75017;2025-06-13;2026-09-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;10.99;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;914186;295731;"{""coordinates"": [[[2.298060916506142, 48.87969917461889], [2.298105286912564, 48.87972391024255], [2.298128648242175, 48.87970662973463], [2.298084107585709, 48.879681778905145], [2.298060916506142, 48.87969917461889]]], ""type"": ""Polygon""}";48.8797028659563, 2.2980947454434926
EC448880;75019;2025-07-01;2027-01-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;0.94;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;909639;292020;"{""coordinates"": [[[2.3754570979062466, 48.87913686971959], [2.3754709163109236, 48.87913603078548], [2.375468948998178, 48.87912736896106], [2.375455815035709, 48.879128666526924], [2.3754570979062466, 48.87913686971959]]], ""type"": ""Polygon""}";48.879132259278634, 2.375463267739448
EC475156;75005;2025-11-10;2026-04-10;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;144.85;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;930698;309174;"{""coordinates"": [[[2.3531075577398437, 48.850424325049225], [2.353140760990818, 48.850473228976895], [2.3534482800832675, 48.850380173670125], [2.3534062769718225, 48.85031756104954], [2.3533855157771244, 48.85032245826397], [2.3533706648315964, 48.85035152163838], [2.3531075577398437, 48.850424325049225]]], ""type"": ""Polygon""}";48.85040157037156, 2.3532811341810307
EC466666;75010;2025-09-22;2026-03-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;10.48;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;915425;296733;"{""coordinates"": [[[2.3576511195874397, 48.87057331685454], [2.357675383637721, 48.87056479542153], [2.3576740209183344, 48.87056342201229], [2.357646226133225, 48.870522289959176], [2.3576216396649574, 48.87052898849401], [2.3576233248152345, 48.87053218479647], [2.3576511195874397, 48.87057331685454]]], ""type"": ""Polygon""}";48.87054744322168, 2.3576483512777235
EC432745;75019;2025-02-17;2025-12-19;Ville de Paris (Tvx sur espace ou édifice public);Ville de Paris (autres);153.66;Travaux sur édifice public (VdP*);EMPRISE_TROTTOIR;;897532;282197;"{""coordinates"": [[[2.3769218359903506, 48.876331306144465], [2.376847654799969, 48.87615606540825], [2.3767721203290453, 48.87597762491742], [2.37671759722228, 48.87597643092125], [2.376868020076209, 48.8763287498134], [2.3769218359903506, 48.876331306144465]]], ""type"": ""Polygon""}";48.87615281957272, 2.376819609840331
EC466846;75009;2025-10-20;2025-12-05;Opérateurs de réseau (gaz-électricité-RATP-etc);ORANGE;9.72;Travaux sur réseau télécom;EMPRISE_TROTTOIR;;924022;303777;"{""coordinates"": [[[2.3464844098926005, 48.872247339616884], [2.34647147404835, 48.872232924534025], [2.3464047372044567, 48.872242806318376], [2.3464031534105425, 48.87225896238957], [2.3464844098926005, 48.872247339616884]]], ""type"": ""Polygon""}";48.87224573540939, 2.3464411767924283
EC464665;75011;2025-10-01;2025-12-12;Opérateurs de réseau (gaz-électricité-RATP-etc);GRDF;0.97;Travaux sur réseau de gaz;EMPRISE_TROTTOIR;;922334;302381;"{""coordinates"": [[[2.3902789316435675, 48.851564198897265], [2.3902884327296254, 48.85157133060785], [2.3902977034425366, 48.85156530632519], [2.3902893465724446, 48.8515586858817], [2.3902789316435675, 48.851564198897265]]], ""type"": ""Polygon""}";48.85156491146925, 2.390288502923208
EC477913;75009;2025-11-05;2025-12-26;Opérateurs de réseau (gaz-électricité-RATP-etc);CPCU;77.44;Travaux sur réseau de chauffage urbain;EMPRISE_CHAUSSEE;;932968;310978;"{""coordinates"": [[[2.3291535923116125, 48.87250527170594], [2.329176660333526, 48.872523046045444], [2.329488690461449, 48.8723477726402], [2.3294656150941955, 48.87233056670022], [2.3291535923116125, 48.87250527170594]]], ""type"": ""Polygon""}";48.87242693672383, 2.329320660044342
EC463520;75010;2025-09-22;2026-03-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;9.74;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;915425;296733;"{""coordinates"": [[[2.357652670881582, 48.87057343849634], [2.357678388013319, 48.87061501446229], [2.3577026534416916, 48.87060649303138], [2.3576755497452866, 48.87056536559469], [2.357652670881582, 48.87057343849634]]], ""type"": ""Polygon""}";48.870590277043036, 2.3576774445888686
EC469363;75006;2025-10-15;2026-01-15;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;24.25;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;925909;305365;"{""coordinates"": [[[2.332382403081464, 48.84642357880131], [2.3324140335839556, 48.84642292069921], [2.332408864826627, 48.846332728187605], [2.3323747040896174, 48.84633337216833], [2.332382403081464, 48.84642357880131]]], ""type"": ""Polygon""}";48.84637757289035, 2.3323949582820727
EC446748;75011;2025-05-21;2026-06-15;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;167.28;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;908217;290857;"{""coordinates"": [[[2.3803809376652567, 48.85627373745273], [2.380183358376034, 48.856581907604394], [2.3802053701087407, 48.85658794112976], [2.380247073818789, 48.85658740977], [2.380433359428257, 48.85630045873622], [2.3803809376652567, 48.85627373745273]]], ""type"": ""Polygon""}";48.856435886985615, 2.3803107667453376
EC440112;75009;2025-03-10;2025-12-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;27.0;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;903354;286930;"{""coordinates"": [[[2.3282442837714763, 48.87889890120405], [2.328428035034622, 48.878917236252875], [2.328434477125864, 48.8788995132172], [2.3282493359639544, 48.878881853873445], [2.3282442837714763, 48.87889890120405]]], ""type"": ""Polygon""}";48.87889943506384, 2.3283397307980076
EC469015;75002;2025-11-03;2026-03-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;11.95;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;925776;305260;"{""coordinates"": [[[2.350768478928527, 48.86581660493629], [2.350743546442319, 48.865823391036294], [2.3507716545911874, 48.86587199386132], [2.3507988043669217, 48.86586449131443], [2.350768478928527, 48.86581660493629]]], ""type"": ""Polygon""}";48.865844472419695, 2.350770829468557
EC478064;75013;2025-11-17;2026-01-31;Ville de Paris (Tvx sur espace ou édifice public);Direction des Espaces Verts et de l'Environnement;68.49;Espaces verts – Végétalisation de l’espace public;EMPRISE_TROTTOIR;;933103;311066;"{""coordinates"": [[[2.3555659425800033, 48.83218852199356], [2.355571159995852, 48.83215712879642], [2.355296712578802, 48.83215064024801], [2.35529220815713, 48.83218021605219], [2.3555659425800033, 48.83218852199356]]], ""type"": ""Polygon""}";48.83216915984704, 2.3554328766771273
EC428180;75001;2025-01-06;2025-12-18;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;1075.04;Travaux sur réseau électrique;EMPRISE_CHAUSSEE,EMPRISE_PISTE_CYCLABLE,EMPRISE_TROTTOIR;;893960;279222;"{""coordinates"": [[[2.348006747475988, 48.86308361604175], [2.347880982489525, 48.863114199289825], [2.347914778321639, 48.86313441997331], [2.348048526723586, 48.863403509945094], [2.3479098991219383, 48.86345071950744], [2.3481952938115453, 48.86366174174837], [2.348244627219827, 48.86369054666426], [2.348306021329256, 48.86371152367637], [2.3486767887561517, 48.86379247223777], [2.3487245767918616, 48.86372412391804], [2.3483015553724775, 48.863627105647005], [2.348243187660719, 48.863502169933845], [2.3482619101524764, 48.86347677093884], [2.3482254299909084, 48.863413732269194], [2.3481736441618444, 48.86339705694985], [2.348006747475988, 48.86308361604175]]], ""type"": ""Polygon""}";48.86349144755734, 2.34820014332031
EC469638;75019;2025-09-08;2025-12-26;Ville de Paris (Tvx sur espace ou édifice public);Direction des Espaces Verts et de l'Environnement;243.83;Aménagement ou entretien de l’espace public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;STATIONNEMENT_PAYANT;926354;305638;"{""coordinates"": [[[2.3850384741622985, 48.88651745041698], [2.384723177159138, 48.88643751029909], [2.3847082123475842, 48.88641830837599], [2.3846994932887746, 48.88613366797895], [2.3846428557587775, 48.886135198040584], [2.3846568850100014, 48.88642328136578], [2.3846775473532196, 48.88642771330118], [2.3846774246098144, 48.886452757042704], [2.3846881807963696, 48.88647740163305], [2.3847267280513154, 48.88648761728947], [2.3847434050752785, 48.88647859553313], [2.3850187225755755, 48.88655286686437], [2.3850384741622985, 48.88651745041698]]], ""type"": ""Polygon""}";48.8863775232785, 2.384757896932789
EC417322;75005;2024-10-28;2025-12-19;Opérateurs de réseau (gaz-électricité-RATP-etc);CPCU;187.88;Travaux sur réseau de chauffage urbain;EMPRISE_TROTTOIR;;885223;272284;"{""coordinates"": [[[2.3458902929808905, 48.84555831842721], [2.3459016845737932, 48.8455783033483], [2.345909802575629, 48.84558432488366], [2.345925224750806, 48.84559237753681], [2.3459454399581943, 48.84559647312352], [2.3459704424354366, 48.84559717910646], [2.346344923929521, 48.84551355895872], [2.346318358494017, 48.845465599297505], [2.3458902929808905, 48.84555831842721]]], ""type"": ""Polygon""}";48.84553546001847, 2.346120871744033
EC405389;75010;2024-09-25;2025-12-15;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;97.14;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;875882;264632;"{""coordinates"": [[[2.349704612506716, 48.87394134868722], [2.350026602093533, 48.87391729369324], [2.3500227255685866, 48.87389602310216], [2.35000218385497, 48.873882553703666], [2.3497143125651836, 48.873901633585575], [2.3496998386366, 48.87391825115316], [2.349704612506716, 48.87394134868722]]], ""type"": ""Polygon""}";48.87391113903837, 2.3498601322384847
EC475929;75014;2025-11-10;2026-03-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;21.97;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;931338;309673;"{""coordinates"": [[[2.3073848099435237, 48.829044769675654], [2.3074981479893575, 48.828938411740445], [2.307482904347127, 48.828929422330816], [2.3073663976818675, 48.8290384528397], [2.3073848099435237, 48.829044769675654]]], ""type"": ""Polygon""}";48.828987861448034, 2.307432907593428
EC467858;75017;2025-11-10;2026-03-06;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;36.15;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;924765;304410;"{""coordinates"": [[[2.2859026012498007, 48.877196441267806], [2.285914360912271, 48.87718045638131], [2.285698702191725, 48.877099025888626], [2.285683586193826, 48.87711367499219], [2.2859026012498007, 48.877196441267806]]], ""type"": ""Polygon""}";48.87714744239875, 2.2857998554486105
EC467391;75016;2025-10-13;2026-03-27;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;3.25;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;924403;304111;"{""coordinates"": [[[2.286706733893351, 48.86510507603102], [2.2866923827054966, 48.86509460839372], [2.286669864713053, 48.865105949898464], [2.2866842158996095, 48.865116417538374], [2.286706733893351, 48.86510507603102]]], ""type"": ""Polygon""}";48.865105512965606, 2.2866882993028232
EC448423;75020;2025-07-31;2027-01-01;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;39.98;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;902323;291758;"{""coordinates"": [[[2.378967472949092, 48.87099738417557], [2.3789244682186186, 48.87098577723449], [2.3788074460053306, 48.8711755668108], [2.3788311084438374, 48.87118109732226], [2.378922770732004, 48.8710196356604], [2.378959130014081, 48.87100957816779], [2.378967472949092, 48.87099738417557]]], ""type"": ""Polygon""}";48.87107823987027, 2.3788815670094547
EC460743;75015;2025-10-30;2026-01-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;10.48;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;919107;299722;"{""coordinates"": [[[2.286211815011368, 48.840473721833824], [2.2862789048515504, 48.84050043232965], [2.286294399582941, 48.84048838147459], [2.28622427205566, 48.840459628378184], [2.286211815011368, 48.840473721833824]]], ""type"": ""Polygon""}";48.840480382539816, 2.286252160941934
